unit_code,School_Name,Lea_Name,County,Year,Crime_Rate_Index_Rate,Crime_Rate_Violent_Rate,Crime_Rate_Property_Rate,Crime_Rate_Murder_Rate,Crime_Rate_Rape_Rate,Crime_Rate_Robbery_Rate,Crime_Rate_Assault_Rate,Crime_Rate_Burglary_Rate,Crime_Rate_Larceny_Rate,Crime_Rate_MVT_Rate,Crime_Rate_Arson_Rate
240376,Tabor City Middle,Columbus County Schools,Columbus County,2014,5059.8,479.2,4580.6,12.7,18.1,88.6,359.9,1996.4,2269.5,314.7,50.6
240373,CCCA - Fair Bluff /Southeastern Campuses,Columbus County Schools,Columbus County,2014,5059.8,479.2,4580.6,12.7,18.1,88.6,359.9,1996.4,2269.5,314.7,50.6
241304,"Central Middle, Whiteville",Whiteville City Schools,Columbus County,2014,5059.8,479.2,4580.6,12.7,18.1,88.6,359.9,1996.4,2269.5,314.7,50.6
250362,Roger R Bell Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250350,James W Smith Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250356,New Bern High,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250360,Oaks Road Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250368,Tucker Creek Middle,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250364,Trent Park Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250376,West Craven Middle,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250378,W Jesse Gurganus Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250380,Arthur W Edwards Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250LEA,,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250348,J T Barber Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250372,West Craven High,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250344,Havelock Middle,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250336,Havelock Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250304,Albert H Bangert Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250340,Havelock High,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250306,Ben D Quinn Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250308,Bridgeton Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250312,Brinson Memorial Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250316,"Creekside Elementary, New Bern",Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250314,Craven Early College High,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250320,Vanceboro-Farm Life Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250321,Early College EAST High,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250324,Grover C Fields Middle,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250328,Graham A Barden Elementary,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
250332,H J MacDonald Middle,Craven County Schools,Craven County,2014,2902.1,245.7,2656.4,1.0,16.9,51.7,176.1,802.9,1780.9,72.6,4.0
260372,Lewis Chapel Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260374,Alger B. Wilkins High School,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260373,Gallberry Farm Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260375,Grays Creek Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260371,Ireland Drive Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260380,Long Hill Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260369,John R Griffin Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260368,Hope Mills Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260367,Bill Hefner Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260366,Howard L Hall Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260365,R Max Abbott Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260370,Ed V Baldwin Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260382,Lucile Souders Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260415,Rockfish Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260386,Margaret Willis Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260388,Massey Hill Classical High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260396,Mary McArthur Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260397,E Melvin Honeycutt Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260398,E E Miller Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260400,Montclair Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260401,Morganton Road Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260402,Manchester Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260403,New Century International Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260404,William H Owen Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260405,Walker Spivey Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260406,Pine Forest Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260364,Alderman Road Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260383,Mac Williams Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260363,Glendale Acres Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260321,Douglas Byrd Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260361,Ferguson-Easley Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260302,Alma O Easom Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260306,Armstrong Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260308,Ashley Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260310,Loyd E Auman Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260312,Beaver Dam Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260316,Lillian Black Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260318,Jack Britt High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260320,"Brentwood Elementary, Fayetteville",Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260407,Lake Rim Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260322,Douglas Byrd High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260325,Cape Fear High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260326,Elizabeth M Cashwell Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260362,Grays Creek Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260332,Eastover-Central Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260338,Cliffdale Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260340,College Lakes Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260342,C Wayne Collier Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260344,J W Coon Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260347,Cumberland International Early CollegeHS,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260348,Cumberland Mills Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260352,Cumberland Road Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260354,Cross Creek Early College,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260356,District No 7 Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260357,Grays Creek High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260358,Luther Nick Jeralds Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260359,E E Smith High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260336,Anne Chesnutt Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260408,Pine Forest High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260410,Ponderosa Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260LEA,,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260411,Reid Ross Classical High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260412,Raleigh Road Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260413,Howard Learning Academy,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260700,Cumberland Polytechnic,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260459,William T Brown Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260455,Westover High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260454,Westover Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260452,Westarea Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260450,Warrenwood Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260449,Ramsey Street High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260448,Vanstory Hills Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260446,Terry Sanford High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260444,Teresa C Berrien Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260414,Benjamin J Martin Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260434,Stoney Point Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260417,New Century International Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260418,Seventy-First Classical Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260416,J W Seabrook Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260424,Seventy-First High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260425,South View Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260419,Reid Ross Classical Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260427,South View High,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260428,Spring Lake Middle,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260430,Stedman Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260432,Stedman Primary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260426,Sherwood Park Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
260440,Sunnyside Elementary,Cumberland County Schools,Cumberland County,2014,5378.1,524.5,4853.6,10.6,29.0,196.7,288.2,1249.8,3352.7,251.0,34.3
270316,Moyock Elementary,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270LEA,,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270320,W T Griggs Elementary,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270318,Moyock Middle,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270312,Knotts Island Elementary,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270310,Shawboro Elementary School,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270309,Jarvisburg Elementary,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270308,Currituck County Middle,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270306,Currituck County High,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270304,"Central Elementary, Barco",Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
270311,The JP Knapp ECH (i)School,Currituck County Schools,Currituck County,2014,1636.3,200.0,1436.4,4.1,16.3,8.2,171.4,367.3,1012.0,57.1,24.5
280330,First Flight High School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280324,First Flight Elementary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280320,Manteo Middle School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280316,Manteo High School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280308,Kitty Hawk Elementary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280310,Nags Head Elementary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280306,Dare County Alternative School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280304,Cape Hatteras Secondary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280302,Cape Hatteras Elementary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280312,Manteo Elementary School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280LEA,,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
280328,First Flight Middle School,Dare County Schools,Dare County,2014,3597.7,238.1,3359.5,5.7,36.9,17.0,178.6,1159.5,2151.8,48.2,11.3
290306,"Northwest Elementary, Lexington",Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290366,"Southwood Elementary, Lexington",Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290367,South Davidson Middle,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290375,Tyro Elementary,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290376,Tyro Middle,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290380,Wallburg Elementary,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290384,Welcome Elementary,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290388,West Davidson High,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290389,Yadkin Valley Regional Career Academy,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290LEA,,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291308,Charles England Elementary School,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291332,Lexington Middle School,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291336,Lexington Senior High,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291340,Pickett Elementary School,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291348,South Lexington School,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291350,South Lexington Development Center,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291352,Southwest Elementary School,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
291LEA,,Lexington City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
292316,Liberty Drive Elementary,Thomasville City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
292318,Thomasville Primary,Thomasville City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
292320,Thomasville Middle,Thomasville City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
292324,Thomasville High,Thomasville City Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290365,South Davidson High,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290302,"Brier Creek Elementary, Thomasville",Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290364,Silver Valley Elementary,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290352,"Pilot Elementary, Thomasville",Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290307,"Southmont Elementary, Lexington",Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290308,Central Davidson High,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290309,Central Davidson Middle,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290310,Stoner-Thomas School,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290312,Churchland Elementary,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290314,Davidson County High School,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
290315,Davidson Early College,Davidson County Schools,Davidson County,2014,2431.4,176.1,2255.3,1.9,10.7,52.4,111.1,974.0,1169.0,112.4,14.5
